MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TranscieverClass;
338132615,2020-01-01T00:02:11,24.56273,-81.80324,0.0,-71.5,511.0,WHATEVER,,,37,,12,,,,B;
367770680,2020-01-01T00:01:38,47.68370,-122.40415,0.1,-49.6,511.0,ONWARD PURSUIT,,WDJ3719,37,,,,,,B;
367396770,2020-01-01T00:02:13,33.98542,-91.36573,0.0,-164.8,511.0,FRANCES ANN,,WDE7720,31,0,21,7,,31,B;
338208479,2020-01-01T00:01:57,47.29586,-122.41978,0.0,47.2,511.0,MUSTANG SALLY,,,37,,,,,,B;
367593050,2020-01-01T00:02:20,34.14860,-119.20174,0.0,137.2,88.0,SIMONE BRUSCO,IMO9748980,WDG9967,31,15,24,8,,,B;
367570750,2020-01-01T00:01:21,27.81081,-97.30187,7.4,-140.6,511.0,MONICA MEANS,,WDG7778,31,0,26,9,,,B;
366989970,2020-01-01T00:02:08,35.11878,-90.09303,11.8,-151.6,264.0,BETHANY DAWN,,WDC2246,31,0,34,11,,31,B;
319063600,2020-01-01T00:02:19,47.66124,-122.38438,0.0,-114.5,211.0,EVVIVA,IMO9663790,ZGDW4,37,5,49,9,2.2,,A;
367430050,2020-01-01T00:02:12,33.20490,-87.60554,0.0,110.0,73.0,STEVEN M BRYAN,,WDF2628,31,12,26,9,,,B;
367615130,2020-01-01T00:01:24,30.94348,-87.97001,4.1,-113.1,289.0,JAMES DALE ROBIN,,WDH4192,31,0,26,,,,B;
367016010,2020-01-01T00:01:28,29.31207,-94.80366,0.0,-49.6,511.0,HENRY T,,WDC3903,31,0,15,7,,,B;
367402820,2020-01-01T00:01:14,30.43868,-91.22320,3.5,-103.6,300.0,AFFIRMED,,WDE8208,31,15,22,9,,57,B;
311734000,2020-01-01T00:02:21,24.71225,-80.42695,16.4,45.0,48.0,MAJESTY OF THE SEAS,IMO8819512,C6FZ8,60,0,268,36,7.5,66,B;
316007566,2020-01-01T00:01:30,49.19281,-122.92067,0.0,-125.1,511.0,PORT FRASER,,CZ3230,37,15,11,3,1.5,57,B;
366921370,2020-01-01T00:01:15,27.80972,-97.36520,1.2,-106.6,511.0,C R HADEN,IMO7502356,WYG6905,31,0,29,9,5.2,31,B;
367642490,2020-01-01T00:02:20,29.78568,-95.09198,0.0,-167.9,511.0,MISS WHITNEY,IMO8992936,WDH6876,31,0,17,7,,,B;
367350190,2020-01-01T00:01:14,29.78892,-95.07615,0.1,96.3,511.0,JOSEPH F MORRISON,,WDE4209,31,15,24,9,,31,B;
367584410,2020-01-01T00:01:18,29.35058,-90.72969,0.0,185.0,511.0,K-MARINE XIII,IMO8977675,WDG9109,60,0,40,8,2.0,60,B;
366999387,2020-01-01T00:01:12,31.52489,-92.72750,0.0,-170.2,511.0,STRONG,,AEMI,90,8,,,,31,B;
367573410,2020-01-01T00:01:19,37.00943,-89.17060,1.8,-70.8,511.0,CHAMPION,,WDG8040,31,0,26,,,,B;
369356000,2020-01-01T00:01:22,29.12094,-90.19902,0.0,190.8,340.0,TED SMITH,IMO9670315,WDG6554,90,0,91,18,5.8,,B;
316607241,2020-01-01T00:01:14,45.24373,-83.18385,10.7,-88.6,321.0,OJIBWAY,IMO5105831,CFN4292,70,0,194,20,7.8,70,B;
367702370,2020-01-01T00:01:26,30.00855,-90.77673,3.0,-176.0,231.0,SAFETY CHALLENGER,,WDI4822,31,0,21,8,,31,B;
367714230,2020-01-01T00:01:51,47.80734,-122.39317,0.0,-128.1,511.0,DAY DREAM,,WDI6006,37,,10,,,,B;
367574540,2020-01-01T00:01:14,28.96840,-95.37400,0.0,-164.6,511.0,LOW LAND 20,,WDG8153,31,0,15,6,,90,B;
316011603,2020-01-01T00:01:26,49.20329,-123.06398,0.0,-49.6,511.0,FRASER NAVIGATOR,IMO7406643,CFH8165,31,0,21,7,1.4,,B;
367691290,2020-01-01T00:01:15,31.14199,-81.49634,0.0,-49.6,511.0,MISS LEXY,IMO8719530,WDI3727,30,15,23,6,,,B;
367306890,2020-01-01T00:01:43,29.11849,-90.20128,0.1,132.2,343.0,HMS JIM MORGAN,IMO9097147,WDH3291,90,0,45,10,,,B;
369305000,2020-01-01T00:01:16,40.40249,-73.93566,4.3,-148.5,260.0,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B;
367501670,2020-01-01T00:00:48,47.30302,-122.50853,0.0,-98.1,511.0,ACACIA,,WDF9090,37,,12,4,,,B;
367692430,2020-01-01T00:01:48,29.58945,-90.37159,3.5,29.2,30.0,HIGMAN MARINER,,WDI3837,31,0,23,,,,B;
367143460,2020-01-01T00:01:18,37.79791,-122.39452,0.0,13.3,511.0,SAN FRANCISCO SPIRIT,,WDD4339,69,0,45,14,2.5,69,B;
366898810,2020-01-01T00:00:36,32.01170,-80.88255,0.0,-49.6,511.0,MIAMI RIVER,,WDB4478,90,1,11,4,,,A;
338116274,2020-01-01T00:02:03,30.28553,-87.56446,0.0,101.4,511.0,ALWAYS R SUMMERPLACE,,,37,,20,4,,,B;
367699890,2020-01-01T00:01:21,38.78283,-75.12017,0.0,-63.8,511.0,J P VIRDEN,,WDI4560,,15,16,,,,B;
367406080,2020-01-01T00:01:10,29.94015,-90.17693,1.2,-63.8,270.0,UNBRIDLED,IMO121954100,WDE8488,90,0,25,8,0.0,90,A;
316030941,2020-01-01T00:02:10,49.30028,-122.99259,0.9,-119.7,6.0,COMMOCEAN,,,,0,,,,,B;
367767440,2020-01-01T00:01:23,25.69038,-80.19755,4.6,69.4,511.0,CAT-KEYS-CAT,,WDJ3376,37,,11,,,,B;
316001232,2020-01-01T00:01:11,48.72853,-123.41108,13.0,149.0,156.0,BOWEN QUEEN,IMO6600967,VGXR,60,0,84,18,2.4,60,A;
367705140,2020-01-01T00:02:19,29.94461,-90.01459,0.0,-145.7,302.0,JEAN PIERRE CENAC,,WDI5097,31,0,21,,,,B;
366934030,2020-01-01T00:01:11,37.65865,-76.44076,0.0,-142.7,511.0,MILTON W,IMO8635485,WCY5041,31,0,17,7,,31,B;
367702010,2020-01-01T00:02:21,36.34008,-89.56870,9.2,-118.3,286.0,AEP LEADER,,WDI4789,31,12,47,14,,31,B;
367671080,2020-01-01T00:02:19,40.64085,-74.12966,0.0,15.0,205.0,KIRBY MORAN,IMO9778349,WDH9735,31,0,28,11,,,B;
367002080,2020-01-01T00:01:23,29.82638,-93.62510,0.0,0.0,511.0,MR LUKE,,WDC3056,31,0,19,7,,52,B;
366988240,2020-01-01T00:02:19,41.32034,-88.87976,0.0,180.3,511.0,GOLD STAR,,WDC2121,31,0,17,6,,,B;
248278000,2020-01-01T00:01:35,47.25436,-122.37876,0.0,90.8,91.0,MIRAMARIN,IMO9409182,9HA2280,70,5,299,40,14.5,71,A;
367733650,2020-01-01T00:01:18,37.78925,-122.38707,0.1,-102.2,245.0,FIREBOAT 3,,WDI7931,90,5,,,,,A;
338138391,2020-01-01T00:01:35,47.63276,-122.33925,7.8,178.4,511.0,KOLOKEA,,,37,,17,,,,B;
338154885,2020-01-01T00:01:22,32.70578,-117.16401,0.0,-177.7,511.0,CELY 5.0,,,37,,,,,,B;
316001232,2020-01-01T00:02:21,48.72487,-123.40814,12.9,150.8,156.0,BOWEN QUEEN,IMO6600967,VGXR,60,0,84,18,2.4,60,B;
338104055,2020-01-01T00:02:31,30.25813,-88.11386,0.0,186.5,511.0,KELLY L,,,90,3,29,9,,33,B;
367662390,2020-01-01T00:02:33,38.83112,-82.15428,0.0,153.2,511.0,EARL FRANKLIN,,WDH8876,31,0,15,,,,B;
367003770,2020-01-01T00:02:43,29.95111,-90.38707,0.0,-171.6,304.0,PADDY,,WDF2429,31,12,21,8,,,B;
367631730,2020-01-01T00:01:28,25.69274,-80.25652,0.0,-153.1,511.0,BOSSMAN,,WDH5812,37,,22,,,,B;
367107680,2020-01-01T00:01:35,29.31460,-94.77876,0.0,-135.9,511.0,EXCALIBUR,,WDC9865,60,5,30,7,,,A;
304679000,2020-01-01T00:01:16,28.90367,-94.84383,12.8,-173.6,236.0,BBC CAMPANA,IMO9291963,V2BN7,70,0,138,21,8.0,70,B;
367600710,2020-01-01T00:01:30,27.77163,-82.63157,0.0,87.5,511.0,NEXT CHAPTER,,WDH2740,37,,14,,,,B;
367729030,2020-01-01T00:01:38,44.93749,-93.09899,0.0,-49.6,511.0,ANSON NORTHRUP,,WDI7467,60,0,25,,,,A;
367511270,2020-01-01T00:01:16,29.37590,-94.87124,0.0,146.1,108.0,DOUGLAS MURPHY,,WDG2017,31,12,21,,,,B;
538070463,2020-01-01T00:00:34,26.11185,-80.10872,0.0,-183.6,187.0,STAMPEDE,,V7OB4,37,5,35,7,,37,A;
367003220,2020-01-01T00:01:18,29.82340,-90.06464,4.6,48.0,511.0,CHARLOTTE C SETTOON,,WDD4755,31,0,15,6,,52,B;
316001265,2020-01-01T00:01:23,48.88132,-123.57390,0.0,-88.6,107.0,QUINITSA,IMO7710965,CZ8734,60,0,75,19,1.5,,B;
538003929,2020-01-01T00:01:24,37.91533,-122.36182,0.0,-72.6,354.0,ARGENT GERBERA,IMO9424596,V7UC4,80,5,174,27,11.4,,A;
367147620,2020-01-01T00:01:26,47.30342,-122.50878,0.0,0.0,511.0,RAIN SHADOW,,WDD4652,37,,10,3,,,B;
367343000,2020-01-01T00:00:35,21.31658,-157.87766,0.0,4.2,511.0,CAPT GREG,IMO7940235,WTC4742,30,,20,6,,,B;
378111931,2020-01-01T00:01:26,25.93869,-80.13936,0.0,75.0,511.0,LADY NINA VI,,ZJL8661,37,,,,,,B;
367547750,2020-01-01T00:01:09,30.28399,-88.68083,5.4,-136.1,275.0,HIGH ISLAND,,WDG5547,31,12,23,,,,B;
369970147,2020-01-01T00:01:38,38.09770,-122.26809,0.0,191.9,293.0,BELL M SHIMADA,IMO9349069,WTED,90,5,63,15,5.9,,A;
367597520,2020-01-01T00:01:09,60.54582,-145.76751,0.0,-103.8,511.0,ALASKAN CHALLENGER,IMO8794061,WDH2431,30,15,24,6,,70,B;
563758000,2020-01-01T00:01:43,37.77177,-122.35103,0.1,33.3,140.0,NYK RUMINA,IMO9416991,9V7645,70,1,294,32,13.5,79,A;
367079560,2020-01-01T00:01:10,29.41776,-89.05374,0.2,106.5,511.0,MS DEE,IMO8973497,WDC7960,60,0,35,7,,0,B;
367571480,2020-01-01T00:01:44,36.92778,-76.17721,16.2,179.1,511.0,BAYOU TECHE,,WDG7853,60,,11,,,,B;
367654030,2020-01-01T00:01:40,37.20602,-76.41882,0.0,-129.5,511.0,CAROLINA CAPES II,IMO7926514,WDH8036,30,,25,7,,,B;
368230000,2020-01-01T00:01:29,29.32102,-94.78406,0.0,-82.9,214.0,ODYSSEA GOLD,IMO9558555,WDE8097,90,0,57,14,4.1,36,B;
367744610,2020-01-01T00:01:48,47.61335,-122.21697,0.0,46.2,511.0,BON BINI,,WDI9032,37,,,,,,B;
366962000,2020-01-01T00:02:08,37.68588,-122.84074,12.9,-178.8,237.0,MISSISSIPPI VOYAGER,IMO9131369,WDD7294,80,0,183,32,12.2,80,A;
366937490,2020-01-01T00:02:13,45.87620,-85.30149,10.4,-130.3,278.0,G L OSTRANDER,IMO7501106,WCV7620,31,0,45,12,6.3,,B;
367550510,2020-01-01T00:02:12,32.53302,-87.86185,5.6,-111.6,305.0,ALEX PIEHET,,WDG5809,31,12,26,,,,B;
367456350,2020-01-01T00:01:14,35.20971,-90.06103,0.0,149.2,511.0,JAMES T,,WDF4835,31,15,20,7,,31,B;
368018710,2020-01-01T00:02:11,59.44879,-135.32509,0.1,-135.8,37.0,ANNA T.,IMO9173501,WDJ8677,52,5,33,13,4.0,52,A;
367702560,2020-01-01T00:01:12,30.02451,-90.83250,0.0,-165.9,349.0,SAFETY VOYAGER,,WDI4839,31,12,21,8,,,B;
367541370,2020-01-01T00:01:15,38.84958,-90.10915,0.0,-165.7,511.0,BILLIE D MILLER,,WDG4910,31,0,14,,,,B;
366945050,2020-01-01T00:01:15,30.38499,-81.55721,9.5,-148.4,511.0,STACY MCALLISTER,IMO8990457,WDB7607,31,0,33,8,3.7,,B;
367050490,2020-01-01T00:01:18,32.72444,-117.22622,0.0,-192.7,511.0,ROYAL POLARIS,IMO8655382,WYM7156,60,15,31,8,,,B;
367475780,2020-01-01T00:01:15,29.76725,-91.71612,0.0,-68.9,511.0,TRIPPER III,,WDF6586,60,0,23,9,,57,B;
316015121,2020-01-01T00:01:19,44.17164,-76.70436,0.0,-189.5,511.0,FRONTENAC II,IMO5068875,VDLK,90,15,55,11,2.7,60,B;
367627450,2020-01-01T00:01:17,25.78017,-80.18067,0.1,14.5,511.0,GEORGE T MORAN,IMO9764116,WDH5386,31,0,28,11,3.3,,B;
367505510,2020-01-01T00:01:20,30.06131,-90.85854,2.3,106.0,85.0,MYRA ECKSTEIN,,WDF9473,31,0,46,13,,31,B;
338926425,2020-01-01T00:01:17,30.33894,-88.57885,0.0,-133.0,283.0,CG JACOB POROO,,NJPO,90,0,,,,,B;
368105180,2020-01-01T00:01:21,29.55877,-90.04363,0.0,-164.2,511.0,MR.NELSON,,WDK9610,31,15,18,7,0.0,31,B;
367124190,2020-01-01T00:01:35,55.05895,-162.32567,0.0,-146.7,204.0,ISLAND MIST,IMO8856936,WDC3653,30,15,34,9,,,B;
366755160,2020-01-01T00:01:42,38.95861,-74.87666,0.0,0.0,511.0,LADY ROSLYN,IMO7933696,WCY6619,30,,22,7,,,B;
366912570,2020-01-01T00:01:42,29.11282,-90.19513,0.0,193.1,1.0,NEW ORLEANS,IMO8767329,WDH8956,90,0,39,23,1.8,90,B;
367424750,2020-01-01T00:01:22,29.82964,-93.96222,0.0,-173.8,171.0,WAYNE T MOSLEY,,WDF2092,31,12,25,9,,31,B;
319142900,2020-01-01T00:02:02,18.33352,-64.95189,0.0,-177.7,38.0,ARRIVA,,ZGGZ6,37,5,47,8,2.6,37,A;
367802000,2020-01-01T00:01:24,29.95783,-90.03195,0.0,62.3,511.0,CAPE KENNEDY,IMO7714636,KAOQ,70,5,212,32,10.6,,A;
367314830,2020-01-01T00:01:16,29.81689,-90.00582,0.0,-175.9,511.0,MISS RAE ANNE,,WBO2481,60,0,19,5,,,B;
366961890,2020-01-01T00:02:19,29.67325,-91.23229,0.0,0.0,511.0,SHAWNEE,,WDH8027,31,0,17,7,,52,B;
367111870,2020-01-01T00:01:22,29.59679,-90.66586,0.0,42.1,511.0,BERTHA D,IMO9399442,WDD2172,90,15,50,10,3.6,90,B;
367143030,2020-01-01T00:01:17,35.23503,-75.45859,7.6,7.4,5.0,CAPT RALPH,IMO7643318,WYN9855,30,7,22,6,,,B;
367510420,2020-01-01T00:02:20,29.68555,-91.21505,6.1,-194.7,511.0,AL CENAC,,WDF9939,31,0,21,,,,B;
367596160,2020-01-01T00:01:30,18.30900,-64.83185,0.0,159.2,511.0,PI,,WDH2297,37,,11,,,,B;
352623000,2020-01-01T00:01:47,29.75140,-88.27973,0.1,7.2,263.0,FRONTIER YOUTH,IMO9650779,3FPE,70,1,291,45,18.2,,A;
366995260,2020-01-01T00:01:18,30.46959,-91.19315,0.0,-101.4,511.0,CAPT JAMES HOOVER,,WDC2583,31,12,16,6,,,B;
369970377,2020-01-01T00:01:37,32.38503,-90.90452,0.0,-170.3,511.0,SANDERFORD,,AEAL,90,15,,,,31,B;
367349170,2020-01-01T00:01:27,40.54288,-74.25322,0.0,-125.5,511.0,EASTERN DAWN,,WDE4132,31,15,15,6,,,B;
366948350,2020-01-01T00:01:18,36.83870,-76.29125,0.0,-102.7,335.0,CAPT HENRY KNOTT,,WDB7829,31,0,23,9,,52,B;
366135000,2020-01-01T00:01:27,21.31252,-157.86687,0.0,11.5,511.0,CAPTAIN J 3,IMO8940311,WDD9332,30,,24,7,,,B;
338194894,2020-01-01T00:01:22,36.84604,-76.31567,0.0,109.5,511.0,PARADISE CREEK,,,60,,12,,,,B;
366929730,2020-01-01T00:02:01,40.76234,-74.00350,0.1,138.8,511.0,WORLD YACHTS PRINCES,,WCG6143,60,5,41,13,,60,A;
367601440,2020-01-01T00:01:24,29.13320,-90.22040,0.0,-203.3,351.0,MR ERNIE,IMO9735696,WDH2812,90,0,53,10,,,B;
367392320,2020-01-01T00:02:07,57.05783,-135.35389,0.0,141.7,511.0,KALLISTE,,WL6027,30,,17,5,,,B;
366998680,2020-01-01T00:01:16,37.80769,-122.34341,10.0,61.1,511.0,PATRIOT,IMO8332473,WDC2859,31,0,28,10,3.6,,B;
366864250,2020-01-01T00:01:16,60.11906,-149.43154,0.0,-105.0,358.0,CHAHUNTA,,WDA9354,31,0,30,8,,52,B;
367474980,2020-01-01T00:01:17,29.91717,-89.92678,0.0,86.5,511.0,COUNT FLEET,,WDF6506,31,0,15,6,,52,B;
367008390,2020-01-01T00:01:21,30.17586,-89.72601,0.0,-179.8,511.0,MASTER DYLAN,,WDC3472,31,0,18,8,,,B;
367005190,2020-01-01T00:01:31,29.14487,-90.21741,0.0,-176.7,511.0,JOHNNY SR,,WTP4938,31,15,22,8,,,B;
367448380,2020-01-01T00:01:15,56.81144,-132.96638,0.0,-130.3,511.0,NORTHWIND,IMO7100316,WDF4133,30,15,25,8,,,B;
338096132,2020-01-01T00:01:40,32.72677,-117.20699,0.0,-179.9,511.0,REEL SHORTS,,,37,,15,5,,,B;
538006745,2020-01-01T00:01:23,28.81788,-94.62153,12.8,-49.8,359.0,SILVER ETREMA,IMO9718430,V7QV9,80,0,183,,,,B;
374832000,2020-01-01T00:01:17,48.51466,-126.06105,8.6,-141.4,270.0,MG EXPLORER,IMO9767479,HPEZ,70,0,228,,,,B;
316003325,2020-01-01T00:01:40,45.62585,-73.49620,0.1,120.8,327.0,OCEAN INTREPIDE,IMO9203423,CFK3106,31,0,24,10,3.7,52,B;
368148000,2020-01-01T00:01:14,29.96290,-90.28481,0.1,-150.2,244.0,JULIE,IMO9187552,WDG9718,31,1,38,11,5.8,,A;
367766260,2020-01-01T00:02:10,42.35788,-71.03454,0.0,-140.0,511.0,MISS ILA,IMO5072905,WDJ3260,31,0,25,7,3.1,,B;
316005651,2020-01-01T00:01:49,49.19982,-122.91080,0.1,11.8,511.0,SMIT PRIDE,,,52,15,,,,52,B;
366811580,2020-01-01T00:01:16,32.83006,-79.89721,0.0,177.3,511.0,MISS CATE,IMO8503448,WDF9186,31,15,29,9,3.3,0,B;
368088160,2020-01-01T00:01:03,29.31542,-94.77918,0.0,-149.9,511.0,AIDEN BOY,IMO0000000,WDK7822,30,,30,8,,,B;
367327120,2020-01-01T00:02:10,41.48072,-70.58738,10.7,146.0,146.0,GAY HEAD,IMO8123418,WCY2060,60,0,71,15,3.7,,A;
367003390,2020-01-01T00:01:19,29.93367,-89.99698,0.0,-190.0,304.0,HENRI,,WDF2420,31,12,21,8,,57,B;
368087890,2020-01-01T00:01:04,54.13150,-165.78762,0.0,5.3,259.0,,,,,15,,,,,A;
367544060,2020-01-01T00:02:10,41.45277,-88.16723,0.0,-162.6,348.0,ANN ELISE,,WDG5175,31,0,32,,,,B;
563033800,2020-01-01T00:01:06,34.31346,-127.24282,18.4,98.6,97.0,,,,,0,,,,,B;
303349000,2020-01-01T00:01:07,61.11940,-146.34627,7.6,-183.9,223.0,,,,,0,,,,,B;
200000000,2020-01-01T00:01:07,29.55387,-90.53180,0.0,160.1,99.0,,,,,15,,,,,B;
565380000,2020-01-01T00:01:10,18.65340,-66.79530,12.9,-137.5,273.0,,,,,0,,,,,B;
338531000,2020-01-01T00:01:10,34.22249,-76.31466,6.8,45.6,46.0,GENESIS VIGILANT,IMO8973928,WDG9352,31,0,30,10,5.0,31,B;
368115380,2020-01-01T00:01:09,29.77233,-95.07859,0.0,-119.1,511.0,,,,,15,,,,,B;
366995290,2020-01-01T00:01:23,29.93377,-93.87052,6.7,37.0,34.0,CAPT RONNIE PAYNE,,WDC2586,31,0,22,9,,57,B;
368113990,2020-01-01T00:01:09,29.61945,-89.90993,0.0,-49.6,297.0,,,,,0,,,,,B;
367157090,2020-01-01T00:02:19,27.84871,-97.06269,0.0,132.9,511.0,COASTAL DAWN,IMO8644589,WDD5358,31,0,19,7,,,B;
368016020,2020-01-01T00:01:12,40.68318,-74.00992,0.0,-49.6,511.0,,,,,0,,,,,B;
367408720,2020-01-01T00:01:24,30.42679,-89.05655,0.0,-147.3,87.0,HARVEY RAVEN,IMO9563225,WDG8827,90,0,81,16,4.2,90,B;
338190316,2020-01-01T00:02:14,47.62955,-122.39197,0.0,-164.2,511.0,LIBERTY,,,37,,18,,,,B;
338121000,2020-01-01T00:01:10,32.68671,-117.13505,0.0,0.0,212.0,,,,,5,,,,,A;
338211443,2020-01-01T00:01:29,32.60046,-80.17655,0.0,-50.4,511.0,KILL SHOT,,,30,,16,,,,B;
367643350,2020-01-01T00:02:16,38.85140,-90.11799,0.0,34.6,297.0,MARGARET ANN,,WDH6962,31,0,32,,,,B;
368039750,2020-01-01T00:01:10,38.57139,-90.23181,0.0,4.1,511.0,,,,,12,,,,,B;
368055920,2020-01-01T00:01:10,29.74118,-95.16398,0.0,-62.4,357.0,,,,,12,,,,,B;
538003268,2020-01-01T00:02:18,27.96637,-91.00353,12.8,-140.6,270.0,SOUTHPORT,IMO9408530,V7PQ6,80,0,249,44,14.9,89,B;
368102310,2020-01-01T00:01:10,38.53863,-90.25565,0.0,-140.3,511.0,,,,,15,,,,,B;
367557080,2020-01-01T00:02:23,29.72591,-90.12193,0.0,-49.6,511.0,MISS ELSIE D,,WDG6446,31,0,18,7,,,B;
367360430,2020-01-01T00:02:23,32.70475,-117.16303,0.0,-183.2,233.0,SILVERGATE,,WDE4978,60,0,17,6,,,B;
212254000,2020-01-01T00:01:10,18.29653,-64.67319,8.7,-178.9,234.0,,,,,0,,,,,A;
368107910,2020-01-01T00:01:11,41.39806,-88.28175,0.0,-171.1,263.0,,,,,12,,,,,A;
319095200,2020-01-01T00:01:11,26.51974,-78.95984,12.5,-113.4,298.0,,,,,0,,,,,B;
368015740,2020-01-01T00:01:11,36.84954,-76.31502,0.0,59.2,5.0,,,,,0,,,,,B;
367304530,2020-01-01T00:01:30,40.74489,-74.07651,0.0,180.4,511.0,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,,B;
563045100,2020-01-01T00:01:14,48.80933,-123.00707,12.2,174.0,188.0,,,,,0,,,,,B;
636018561,2020-01-01T00:01:12,36.89339,-74.84720,6.9,183.2,183.0,,,,,0,,,,,B;
338217105,2020-01-01T00:01:11,32.72549,-117.18836,0.0,-49.6,511.0,BATEAU L'HEUREUX,,,37,,,,,,B;
368071270,2020-01-01T00:01:13,30.10804,-90.98295,0.2,-148.3,273.0,,,,,0,,,,,A;
368081190,2020-01-01T00:01:12,40.73055,-74.01208,0.1,32.7,511.0,,,,,8,,,,,B;
316012950,2020-01-01T00:01:09,42.99267,-70.67005,0.1,-166.6,63.0,ACADIAN,IMO9298715,CFH8964,80,1,182,27,11.2,89,A;
367732640,2020-01-01T00:01:18,26.71689,-80.04866,0.0,107.4,511.0,SOMEWHERE IN TIME,,WDI7831,37,0,23,6,,37,B;
367331330,2020-01-01T00:01:19,37.82841,-76.27861,0.0,-185.4,511.0,G P KIMBERLY,IMO7108576,WCY2043,30,0,50,11,3.3,,B;
368006860,2020-01-01T00:01:20,29.89749,-89.90303,0.1,-170.6,351.0,LIZ HEALY,IMO9840685,WDJ7456,,0,,,,,A;
367741140,2020-01-01T00:02:24,39.27374,-76.59910,0.1,188.8,25.0,ANDREA,IMO8966717,WDI8687,31,0,28,9,,31,B;
368109810,2020-01-01T00:01:13,31.15292,-81.49976,0.0,-49.6,511.0,LADY JANE,IMO0000000,WDL2192,37,,16,5,,,B;
367091050,2020-01-01T00:01:27,39.54362,-75.71359,9.7,79.7,511.0,MCALLISTER RESPONDER,IMO6801743,WDC8665,31,0,32,8,3.8,,B;
368115150,2020-01-01T00:01:12,31.49375,-91.51254,0.0,-186.8,192.0,,,,,0,,,,,B;
361183330,2020-01-01T00:01:13,26.13907,-80.10810,6.6,14.1,14.0,,,,,15,,,,,B;
367029690,2020-01-01T00:02:18,39.89183,-75.19295,0.0,-119.3,191.0,IVORY COAST,IMO7042825,WDC4732,31,5,33,9,4.0,,A;
303407000,2020-01-01T00:01:12,54.86601,-163.40876,0.0,-112.8,511.0,,,,,0,,,,,B;
636017035,2020-01-01T00:01:16,37.72121,-122.34106,0.0,75.1,168.0,,,,,1,,,,,A;
367536590,2020-01-01T00:02:19,29.78787,-95.06596,0.0,173.9,244.0,GUADALUPE,,WDG4440,31,0,23,,,,B;
339823000,2020-01-01T00:01:14,32.71563,-117.22795,0.0,-166.6,511.0,,,,,0,,,,,B;
367795270,2020-01-01T00:02:25,37.87417,-122.44105,4.2,53.2,47.0,CADEN FOSS,IMO9833979,WDJ6190,31,0,,,,,B;
367009420,2020-01-01T00:01:15,30.13001,-90.91900,0.5,56.3,511.0,,,,,0,,,,,B;
368029640,2020-01-01T00:01:15,40.68141,-74.01202,0.0,-49.6,511.0,,,,,0,,,,,B;
367179990,2020-01-01T00:02:24,40.65573,-74.07334,11.8,-174.8,233.0,MARJORIE B MCALLISTE,IMO7391020,WDD6957,31,1,32,9,3.9,52,B;
354196000,2020-01-01T00:01:15,38.66498,-124.13478,8.6,-103.4,310.0,BUNUN ACE,IMO9628570,3FWL2,70,0,179,29,10.5,,B;
367532970,2020-01-01T00:01:21,25.86393,-82.50427,2.7,40.9,511.0,MISS MADELINE,IMO8958289,WDG4100,30,,24,7,,,B;
538008219,2020-01-01T00:01:15,26.11832,-79.36422,14.8,-191.0,215.0,,,,,0,,,,,B;
366963840,2020-01-01T00:01:33,30.74133,-88.04051,2.1,-62.8,511.0,BARBARA,,WDB8766,31,0,17,7,,52,B;
367690570,2020-01-01T00:01:15,30.99906,-91.66462,0.0,-202.9,243.0,MARK M,,WDI3657,31,0,30,,,,B;
368052580,2020-01-01T00:01:15,30.02255,-93.98235,0.0,123.6,133.0,,,,,12,,,,,B;
366983010,2020-01-01T00:01:16,29.82060,-93.97204,0.0,-97.8,511.0,,,,,0,,,,,B;
369960733,2020-01-01T00:01:16,37.18068,-89.06913,0.0,-161.6,511.0,,,,,15,,,,,B;
367476430,2020-01-01T00:02:22,40.73564,-73.97319,0.3,134.5,511.0,HARBOR LIGHTS,,WDF6650,60,0,34,9,,,B;
941000944,2020-01-01T00:01:16,41.50977,-71.19510,0.7,0.0,511.0,,,,,,,,,,B;
367737070,2020-01-01T00:00:29,36.64043,-121.92157,6.9,-72.3,511.0,GREATLAND,,WDI8287,30,,24,7,,,B;
368042470,2020-01-01T00:01:16,29.36500,-94.89225,0.0,47.0,250.0,,,,,12,,,,,B;
368051000,2020-01-01T00:00:45,29.14785,-90.20438,0.0,-72.3,347.0,FAST MAMMOTH,IMO9599444,WDF9442,60,0,53,9,2.3,,B;
368061770,2020-01-01T00:01:16,32.98398,-79.61915,4.6,-182.7,511.0,,,,,0,,,,,B;
366853890,2020-01-01T00:01:38,21.35965,-157.94198,0.0,-170.9,511.0,NEIL ABERCROMBIE,IMO9097563,WDA8396,31,5,28,10,,,A;
366978910,2020-01-01T00:01:18,29.95293,-90.16233,5.8,-175.0,511.0,RUBY E,,WDF2945,31,15,17,7,,,B;
367408930,2020-01-01T00:01:41,33.90794,-118.44787,0.1,117.7,63.0,LUCY FOSS,,WDE8734,90,5,18,7,,53,A;
368052660,2020-01-01T00:01:16,39.92236,-91.41512,0.0,-49.6,511.0,,,,,0,,,,,B;
370696000,2020-01-01T00:00:23,30.05341,-90.58452,0.0,-139.4,260.0,,,,,5,,,,,A;
367562850,2020-01-01T00:00:35,40.84233,-72.48212,0.0,-204.5,511.0,BAYOU CHENE,,WDG7001,90,,12,,,,B;
